days_until_expiry,credential_age_days,dependency_count,privilege_level,environment,historical_rotation_failures,access_frequency_per_day,risk_level
6,281,1,ADMIN,Staging,2,765,HIGH
127,131,5,MEDIUM,Production,0,149,MEDIUM
121,34,1,ADMIN,Development,0,392,LOW
7,48,0,HIGH,Production,0,607,HIGH
108,5,1,MEDIUM,Production,0,297,MEDIUM
2,271,4,MEDIUM,Staging,0,66,HIGH
50,167,0,HIGH,Development,0,239,LOW
1,234,0,MEDIUM,Production,0,420,HIGH
79,209,3,MEDIUM,Production,0,7,MEDIUM
15,135,1,MEDIUM,Development,0,17,LOW
146,332,3,LOW,Production,0,717,MEDIUM
1,79,0,MEDIUM,Development,0,42,MEDIUM
8,128,1,LOW,Development,0,149,LOW
120,301,0,ADMIN,Development,0,53,LOW
78,39,0,LOW,Staging,0,552,LOW
15,265,1,LOW,Staging,2,820,MEDIUM
84,171,0,LOW,Staging,0,517,LOW
7,299,2,HIGH,Staging,0,279,HIGH
58,243,3,LOW,Development,1,253,LOW
70,183,2,MEDIUM,Staging,0,347,LOW
6,200,7,ADMIN,Production,0,257,HIGH
7,190,1,MEDIUM,Testing,0,600,MEDIUM
58,174,1,LOW,Production,0,710,LOW
6,363,4,MEDIUM,Production,0,950,HIGH
10,331,3,MEDIUM,Production,0,206,HIGH
16,281,1,MEDIUM,Production,0,257,MEDIUM
40,303,3,LOW,Production,0,775,MEDIUM
136,345,6,MEDIUM,Testing,0,408,LOW
1,107,2,MEDIUM,Testing,0,487,HIGH
16,247,6,HIGH,Production,1,24,HIGH
6,63,7,LOW,Production,0,206,HIGH
13,74,3,MEDIUM,Production,3,653,HIGH
44,236,0,HIGH,Development,2,886,MEDIUM
4,341,0,HIGH,Production,0,190,HIGH
60,232,8,HIGH,Production,0,703,HIGH
2,200,0,LOW,Testing,0,796,MEDIUM
69,18,4,LOW,Production,0,236,MEDIUM
57,106,6,ADMIN,Staging,0,818,MEDIUM
98,223,2,LOW,Development,0,80,LOW
31,364,2,ADMIN,Testing,0,795,MEDIUM
40,214,5,HIGH,Development,2,418,HIGH
4,74,0,ADMIN,Testing,1,210,HIGH
110,108,1,ADMIN,Staging,0,67,MEDIUM
3,279,1,MEDIUM,Production,0,811,HIGH
44,51,2,ADMIN,Production,0,872,HIGH
7,267,2,ADMIN,Production,0,301,HIGH
7,249,6,LOW,Development,0,627,MEDIUM
128,97,3,MEDIUM,Staging,0,812,MEDIUM
70,195,0,LOW,Testing,0,298,LOW
1,122,0,HIGH,Development,0,344,HIGH
35,177,1,MEDIUM,Development,3,184,MEDIUM
8,250,3,MEDIUM,Production,0,729,HIGH
24,310,1,MEDIUM,Production,0,617,MEDIUM
71,222,2,LOW,Staging,2,944,MEDIUM
12,45,2,MEDIUM,Production,0,141,HIGH
16,340,0,MEDIUM,Production,0,674,MEDIUM
173,216,5,LOW,Testing,0,811,LOW
8,307,0,MEDIUM,Production,0,828,MEDIUM
5,257,3,MEDIUM,Production,0,896,HIGH
5,80,1,LOW,Production,0,487,MEDIUM
27,1,1,LOW,Staging,0,774,LOW
87,127,1,MEDIUM,Production,0,878,MEDIUM
41,68,6,MEDIUM,Testing,0,452,MEDIUM
66,238,2,HIGH,Staging,0,558,MEDIUM
4,40,3,LOW,Development,1,134,MEDIUM
17,233,1,MEDIUM,Production,1,136,HIGH
55,255,8,LOW,Production,0,732,MEDIUM
68,50,1,HIGH,Testing,0,747,MEDIUM
27,170,2,MEDIUM,Testing,2,941,HIGH
80,143,1,MEDIUM,Production,1,5,MEDIUM
136,267,3,HIGH,Production,0,20,HIGH
6,140,1,HIGH,Staging,1,89,HIGH
57,154,2,LOW,Staging,0,148,LOW
61,83,3,HIGH,Staging,1,307,HIGH
82,346,1,MEDIUM,Staging,0,927,LOW
9,65,1,LOW,Staging,0,355,LOW
18,145,4,ADMIN,Staging,0,34,HIGH
7,232,0,HIGH,Staging,3,223,HIGH
42,165,3,LOW,Staging,2,147,MEDIUM
12,354,3,LOW,Production,0,166,MEDIUM
1,238,2,MEDIUM,Development,0,931,MEDIUM
5,3,1,HIGH,Development,3,844,HIGH
68,155,2,LOW,Staging,2,371,MEDIUM
2,123,3,LOW,Development,0,638,MEDIUM
1,363,2,HIGH,Staging,0,106,HIGH
30,253,0,LOW,Staging,0,367,LOW
7,147,4,MEDIUM,Testing,0,828,MEDIUM
20,274,4,LOW,Testing,0,390,MEDIUM
81,181,1,HIGH,Staging,0,939,MEDIUM
21,177,1,LOW,Development,0,922,LOW
36,245,2,LOW,Production,0,80,MEDIUM
1,245,3,HIGH,Production,0,457,HIGH
7,102,3,HIGH,Development,0,369,MEDIUM
64,189,2,LOW,Production,1,90,MEDIUM
3,126,2,HIGH,Development,0,935,HIGH
3,74,1,HIGH,Staging,0,679,HIGH
61,53,2,ADMIN,Production,0,825,HIGH
117,72,0,MEDIUM,Production,0,286,MEDIUM
13,95,2,LOW,Production,1,902,HIGH
23,177,1,ADMIN,Staging,1,259,HIGH
90,211,1,HIGH,Production,0,305,MEDIUM
2,209,3,LOW,Production,0,428,HIGH
133,74,4,ADMIN,Production,0,436,HIGH
69,360,0,HIGH,Production,0,801,MEDIUM
2,224,5,HIGH,Staging,0,927,HIGH
161,354,6,LOW,Development,0,752,LOW
26,267,1,MEDIUM,Production,0,474,MEDIUM
49,74,4,LOW,Development,0,665,LOW
18,228,0,LOW,Production,0,650,MEDIUM
3,71,5,LOW,Staging,1,32,HIGH
6,130,4,HIGH,Production,1,213,HIGH
2,261,1,HIGH,Staging,2,558,HIGH
3,172,3,MEDIUM,Production,0,944,HIGH
138,144,2,MEDIUM,Staging,1,121,MEDIUM
163,192,0,LOW,Testing,0,916,LOW
20,272,3,LOW,Testing,1,662,MEDIUM
1,145,0,ADMIN,Development,0,361,MEDIUM
4,325,3,ADMIN,Production,0,666,HIGH
2,328,0,MEDIUM,Staging,2,533,HIGH
84,19,0,MEDIUM,Testing,2,43,MEDIUM
88,287,3,MEDIUM,Development,0,723,LOW
157,58,0,LOW,Development,0,851,LOW
29,244,5,MEDIUM,Production,0,890,HIGH
19,277,0,ADMIN,Development,0,340,MEDIUM
46,304,4,LOW,Production,0,294,MEDIUM
22,287,0,MEDIUM,Development,0,557,LOW
2,104,0,ADMIN,Production,0,354,HIGH
23,287,4,ADMIN,Staging,0,329,HIGH
107,190,6,MEDIUM,Development,0,249,LOW
163,65,5,MEDIUM,Development,1,659,MEDIUM
23,60,0,HIGH,Production,0,304,HIGH
7,309,0,LOW,Development,0,89,LOW
43,251,1,LOW,Development,0,58,LOW
37,365,5,HIGH,Staging,2,699,HIGH
19,205,2,HIGH,Production,0,308,HIGH
7,137,0,HIGH,Development,0,380,MEDIUM
55,101,4,ADMIN,Development,0,716,MEDIUM
46,235,0,HIGH,Development,0,494,LOW
81,43,5,MEDIUM,Production,0,768,MEDIUM
31,69,2,LOW,Production,0,739,MEDIUM
162,105,1,MEDIUM,Staging,0,517,LOW
11,292,0,MEDIUM,Production,0,253,MEDIUM
74,12,5,HIGH,Testing,0,511,MEDIUM
7,202,2,HIGH,Production,0,915,HIGH
3,18,3,LOW,Production,0,678,HIGH
50,9,1,MEDIUM,Development,0,577,LOW
7,30,5,MEDIUM,Production,0,207,HIGH
69,46,5,MEDIUM,Testing,0,43,MEDIUM
66,2,4,MEDIUM,Production,0,848,MEDIUM
3,279,5,LOW,Production,0,189,HIGH
90,325,2,LOW,Production,0,253,MEDIUM
4,71,3,MEDIUM,Production,0,73,HIGH
180,235,4,ADMIN,Staging,1,938,HIGH
161,346,4,LOW,Production,0,887,MEDIUM
128,49,2,MEDIUM,Production,3,769,HIGH
57,54,2,HIGH,Staging,0,495,MEDIUM
86,278,4,LOW,Production,0,246,MEDIUM
8,328,1,MEDIUM,Production,2,181,HIGH
63,292,3,LOW,Production,0,664,MEDIUM
66,276,7,ADMIN,Staging,0,303,MEDIUM
51,246,2,LOW,Production,0,622,MEDIUM
1,16,6,MEDIUM,Production,1,302,HIGH
6,36,6,MEDIUM,Development,0,888,MEDIUM
72,158,2,MEDIUM,Staging,0,898,LOW
48,93,2,HIGH,Production,0,860,HIGH
2,73,2,MEDIUM,Testing,0,109,HIGH
10,321,0,LOW,Production,0,590,MEDIUM
6,97,2,LOW,Production,0,126,HIGH
81,11,6,LOW,Production,1,809,MEDIUM
47,232,1,MEDIUM,Development,0,816,LOW
1,329,4,MEDIUM,Production,0,684,HIGH
34,253,4,MEDIUM,Testing,0,316,MEDIUM
48,282,7,MEDIUM,Staging,0,433,MEDIUM
43,118,3,ADMIN,Staging,2,675,HIGH
146,154,2,MEDIUM,Production,0,35,MEDIUM
91,312,1,HIGH,Testing,0,910,LOW
5,125,5,HIGH,Production,0,616,HIGH
8,31,1,ADMIN,Production,0,615,HIGH
5,89,5,MEDIUM,Development,0,781,MEDIUM
153,303,1,LOW,Development,0,949,LOW
3,71,1,HIGH,Staging,3,117,HIGH
52,288,0,HIGH,Staging,0,237,MEDIUM
74,115,4,LOW,Testing,0,857,LOW
40,295,0,LOW,Production,3,175,HIGH
66,195,5,LOW,Production,1,357,MEDIUM
64,347,1,LOW,Development,0,87,LOW
1,245,3,HIGH,Staging,2,357,HIGH
3,214,0,MEDIUM,Production,0,870,HIGH
103,72,4,MEDIUM,Development,0,855,LOW
5,218,0,ADMIN,Production,0,126,HIGH
31,31,2,HIGH,Production,0,622,HIGH
154,160,1,LOW,Production,0,743,LOW
29,347,4,MEDIUM,Production,2,783,HIGH
135,47,3,HIGH,Staging,0,63,MEDIUM
96,75,2,HIGH,Development,0,248,MEDIUM
19,311,3,MEDIUM,Development,0,344,MEDIUM
88,363,1,LOW,Staging,0,451,LOW
72,300,2,MEDIUM,Testing,0,662,LOW
90,200,5,LOW,Development,2,833,MEDIUM
40,28,3,MEDIUM,Development,0,844,LOW
67,227,1,LOW,Production,0,801,LOW
26,1,2,HIGH,Production,0,875,HIGH
3,141,1,HIGH,Production,0,186,HIGH
62,110,3,HIGH,Development,0,359,MEDIUM
2,333,4,LOW,Testing,0,624,MEDIUM
75,153,3,HIGH,Production,0,745,HIGH
35,341,0,HIGH,Development,0,54,LOW
1,159,1,MEDIUM,Testing,0,245,MEDIUM
33,351,3,MEDIUM,Production,1,693,HIGH
7,290,3,LOW,Staging,0,669,MEDIUM
31,304,3,MEDIUM,Testing,0,443,LOW
36,52,4,LOW,Production,2,940,HIGH
54,344,2,LOW,Development,0,111,LOW
105,300,4,MEDIUM,Development,0,822,LOW
61,177,1,MEDIUM,Production,1,619,MEDIUM
59,353,4,MEDIUM,Development,0,430,LOW
37,196,6,HIGH,Production,0,229,HIGH
37,269,2,MEDIUM,Testing,0,52,LOW
29,201,5,LOW,Development,0,439,LOW
10,50,3,LOW,Staging,0,692,MEDIUM
141,216,1,LOW,Development,2,273,LOW
20,262,5,HIGH,Production,2,226,HIGH
4,350,3,MEDIUM,Staging,0,416,MEDIUM
42,362,8,HIGH,Production,0,682,HIGH
18,23,5,MEDIUM,Production,0,765,HIGH
4,81,1,LOW,Testing,0,202,LOW
28,230,2,MEDIUM,Development,0,861,MEDIUM
17,308,0,HIGH,Production,0,894,HIGH
85,214,1,MEDIUM,Development,0,571,LOW
62,351,5,HIGH,Production,1,325,HIGH
11,188,4,LOW,Production,0,187,MEDIUM
27,250,5,HIGH,Production,0,95,HIGH
64,59,4,ADMIN,Production,0,18,HIGH
81,59,1,MEDIUM,Production,1,712,MEDIUM
23,297,0,ADMIN,Development,1,322,MEDIUM
29,152,1,HIGH,Production,0,520,HIGH
126,112,3,HIGH,Staging,0,937,MEDIUM
2,308,3,ADMIN,Staging,0,576,HIGH
144,55,4,LOW,Testing,3,728,MEDIUM
